idx,title,authors,source,year,scopusUrl
339,Do sustainable institutional investors contribute to firms’ environmental performance? Empirical evidence from Europe,"Kordsachia O., Focke M., Velte P.","Review of Managerial Science, 16(5)",2022,https://scopus.unalproxy.elogim.com/pages/publications/85111653248?origin=resultslist
340,"Carbon market and the conventional and Islamic equity markets: Where lays the environmental cleanliness of their utilities, energy, and ESG sectoral stocks?","Asl M.G., Adekoya O.B., Oliyide J.A.","Journal of Cleaner Production, 351, 131523",2022,https://scopus.unalproxy.elogim.com/pages/publications/85127330943?origin=resultslist
341,Do sociodemographic factors have influence on risk tolerance level of stock market investors? An analysis from a developing country perspective,Muktadir-Al-Mukit D.,"South Asian Journal of Business Studies, 11(2)",2022,https://scopus.unalproxy.elogim.com/pages/publications/85097749994?origin=resultslist
342,Moderating Role of Information Asymmetry Between Cognitive Biases and Investment Decisions: A Mediating Effect of Risk Perception,"Zhang M., Nazir M.S., Farooqi R., Ishfaq M.","Frontiers in Psychology, 13, 828956",2022,https://scopus.unalproxy.elogim.com/pages/publications/85128183159?origin=resultslist
343,Examining Risk Absorption Capacity as a Mediating Factor in the Relationship between Cognition and Neuroplasticity in Investors in Investment Decision Making,"Behera Y.D.P., Nanda S.S., Sharma S., Sahoo T.R.","International Journal of Financial Studies, 10(1), 21",2022,https://scopus.unalproxy.elogim.com/pages/publications/85127552430?origin=resultslist
344,Dividend announcement effect analysis before and during the COVID-19 pandemic in the Indonesia Stock Exchange,"Robiyanto R., Yunitaria F.","SN Business and Economics, 2(2), 20",2022,https://scopus.unalproxy.elogim.com/pages/publications/105000262607?origin=resultslist
345,Overconfidence heuristic-driven bias in investment decision-making and performance: mediating effects of risk perception and moderating effects of financial literacy,"Ahmad M., Shah S.Z.A.","Journal of Economic and Administrative Sciences, 38(1)",2022,https://scopus.unalproxy.elogim.com/pages/publications/85197887561?origin=resultslist
346,Impacts on catastrophe risk assessments from multi-segment and multi-fault ruptures in the UCERF3 model,"Lee Y., Hui Z., Daneshvaran S., Sedaghati F., Graf W.P.","Earthquake Spectra, 38(1)",2022,https://scopus.unalproxy.elogim.com/pages/publications/85114996082?origin=resultslist
347,What makes risk-averse investors tick? A practitioners guide,"Van den Bergh-Lindeque A., Ferreira-Schenk S., Dickason-Koekemoer Z., Habanabakize T.","Cogent Economics and Finance, 10(1), 2111786",2022,https://scopus.unalproxy.elogim.com/pages/publications/85136517547?origin=resultslist
348,Energy efficiency finance and Multiple Benefits - two sides of the same coin,"Toth Z., Rohde C.",Eceee Summer Study Proceedings,2022,https://scopus.unalproxy.elogim.com/pages/publications/85178567585?origin=resultslist
349,History matters: How short-term price charts hurt investment performance,"Borsboom C., Janssen D.-J., Strucks M., Zeisberger S.","Journal of Banking and Finance, 134, 106351",2022,https://scopus.unalproxy.elogim.com/pages/publications/85119035926?origin=resultslist
350,Behavioral Biases and the Decision-Making in Entrepreneurs and Managers | Vieses Comportamentais e a Tomada de Decisão em Empreendedores e Gestores,"Nobre F.C., Machado M.J.C., Nobre L.H.N.","Revista De Administracao Contemporanea, 26, e200369",2022,https://scopus.unalproxy.elogim.com/pages/publications/85136243921?origin=resultslist
351,Discriminants of risk tolerance among Indian investors: a dichotomous discriminant approach,"Chhatoi B.P., Mohanty M.","International Journal of Managerial and Financial Accounting, 15(1)",2022,https://scopus.unalproxy.elogim.com/pages/publications/85144346739?origin=resultslist
352,Donald Duck: a narrative that embeds behavioral finance?,"Kleine J., Peschke T., Wuschick A.",Studies in Economics and Finance,2022,https://scopus.unalproxy.elogim.com/pages/publications/85127538373?origin=resultslist
353,Stock Market Investment Behavior Based on Behavioral Finance Based on Data Fusion Algorithm,"Yuan F., Zhan H.",IETE Journal of Research,2022,https://scopus.unalproxy.elogim.com/pages/publications/85122144586?origin=resultslist
354,Portfolio Optimization by Asset Allocation,"Safiudeen M., Miraz M.H.",Proceedings 2022 International Conference on Computing Networking Telecommunications and Engineering Sciences Applications Contesa 2022,2022,https://scopus.unalproxy.elogim.com/pages/publications/85146909023?origin=resultslist
355,Behavioral Heterogeneity in the Stock Market Revisited: What Factors Drive Investors as Fundamentalists or Chartists?,"Li L., Miu P.","Journal of Behavioral Finance, 23(1)",2022,https://scopus.unalproxy.elogim.com/pages/publications/85095740185?origin=resultslist
356,Influence of COVID-induced fear on sovereign bond yield,"Paule-Vianez J., Orden-Cruz C., Escamilla-Solano S.","Economic Research Ekonomska Istrazivanja, 35(1)",2022,https://scopus.unalproxy.elogim.com/pages/publications/85107485167?origin=resultslist
357,OPTIMAL MANAGEMENT OF OFFSHORE WIND ASSETS AT DIFFERENT STAGES OF LIFE EXTENSION ACCOUNTING FOR UNCERTAINTY PROPAGATION,"Yeter B., Garbatov Y., Soares C.G.","Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering OMAE, 2, V002T02A060",2022,https://scopus.unalproxy.elogim.com/pages/publications/85140758792?origin=resultslist
358,Computer Vision Based Industrial and Forest Fire Detection Using Support Vector Machine (SVM),"Rahman M.A., Hasan S.T., Kader M.A.",2022 International Conference on Innovations in Science Engineering and Technology Iciset 2022,2022,https://scopus.unalproxy.elogim.com/pages/publications/85131748421?origin=resultslist
359,"Multiscale spillovers and connectedness between gold, copper, oil, wheat and currency markets","Nekhili R., Mensi W., Vo X.V.","Resources Policy, 74, 102263",2021,https://scopus.unalproxy.elogim.com/pages/publications/85111219867?origin=resultslist
360,Machine-learning based vulnerability analysis of existing buildings,"Ruggieri S., Cardellicchio A., Leggieri V., Uva G.","Automation in Construction, 132, 103936",2021,https://scopus.unalproxy.elogim.com/pages/publications/85114267451?origin=resultslist
361,Artificial intelligence in financial services: a qualitative research to discover robo-advisory services,"Bhatia A., Chandani A., Atiq R., Mehta M., Divekar R.","Qualitative Research in Financial Markets, 13(5)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85114479085?origin=resultslist
362,Examining drivers and deterrents of individuals’ investment intentions: a qualitative multistage analysis,"Misra R., Goel P., Srivastava S.","Qualitative Research in Financial Markets, 13(5)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85116427767?origin=resultslist
363,Why retail investors traded equity during the pandemic? An application of artificial neural networks to examine behavioral biases,"Talwar S., Talwar M., Tarjanne V., Dhir A.","Psychology and Marketing, 38(11)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85111283936?origin=resultslist
364,Cognitive biases on the iran stock exchange: Unsupervised learning approach to examining feature bundles in investors’ portfolios,"Ossareh A., Pourjafar M.S., Kopczewski T.","Applied Sciences Switzerland, 11(22), 10916",2021,https://scopus.unalproxy.elogim.com/pages/publications/85119833241?origin=resultslist
365,Maximum drawdown distributions: The cross-asset dimension,"Warken P., Kostyrina A.","Journal of Investing, 30(6)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85117347147?origin=resultslist
366,Institutional investor heterogeneity and market price dynamics: Evidence from investment horizon and portfolio concentration,"Kim D., Kim H.-D., Joe D.Y., Oh J.Y.J.","Journal of Financial Markets, 54, 100604",2021,https://scopus.unalproxy.elogim.com/pages/publications/85095739531?origin=resultslist
367,Applying risk tolerance and socio-technical dynamics for more realistic energy transition pathways,"Cotterman T., Small M.J., Wilson S., Abdulla A., Wong-Parodi G.","Applied Energy, 291, 116751",2021,https://scopus.unalproxy.elogim.com/pages/publications/85102994149?origin=resultslist
368,Experimental evidences for prospect theory in Vietnam,"Dzung P.T.T., Tung N.X., Van L.H.T., Thanh N.T.H.","Indian Journal of Finance, 15(5-7)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85113734601?origin=resultslist
369,Are mutual fund investors loss averse? Evidence from China,"Jiang J., Shrider D.G., Ting H., Wu Y.","Financial Review, 56(2)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85091272402?origin=resultslist
370,NODE: a large‐scale seismic risk prioritization tool for Italy based on nominal structural performance,"Petruzzelli F., Iervolino I.","Bulletin of Earthquake Engineering, 19(7)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85104898345?origin=resultslist
371,Farmers' resource endowment and risk management affect agricultural practices and innovation capacity in the Northwestern uplands of Cambodia,"Kong R., Castella J.-C.","Agricultural Systems, 190, 103067",2021,https://scopus.unalproxy.elogim.com/pages/publications/85100443751?origin=resultslist
372,Framing effects of information on investment risk perception,"Monteiro B.A., Bressan A.A.","Revista Contabilidade E Financas, 32(86)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85105889850?origin=resultslist
373,Nonlinear static characterisation of masonry-infilled RC building portfolios accounting for variability of infill properties,"Mucedero G., Perrone D., Monteiro R.","Bulletin of Earthquake Engineering, 19(6)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85103549603?origin=resultslist
374,The Compounding Effect of Investors’ Cognition and Risk Absorption Potential on Enhancing the Level of Interest towards Investment in the Domestic Capital Market,"Behera Y.D.P., Nanda S.S., Sahoo S.K., Sahoo T.R.","Journal of Risk and Financial Management, 14(3), 95",2021,https://scopus.unalproxy.elogim.com/pages/publications/85127617177?origin=resultslist
375,Pricing Liquidity Risk with Heterogeneous Investment Horizons,"Beber A., Driessen J., Neuberger A., Tuijp P.","Journal of Financial and Quantitative Analysis, 56(2)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85083327974?origin=resultslist
376,Robo-advising risk profiling through content analysis for sustainable development in the Hong Kong financial market,So M.K.P.,"Sustainability Switzerland, 13(3), 1306",2021,https://scopus.unalproxy.elogim.com/pages/publications/85100221032?origin=resultslist
377,Know Your Clients’ Behaviours: A Cluster Analysis of Financial Transactions,"Thompson J.R.J., Feng L., Reesor R.M., Grace C.","Journal of Risk and Financial Management, 14(2), 50",2021,https://scopus.unalproxy.elogim.com/pages/publications/85110952934?origin=resultslist
378,Risk Tolerance Profiling Measure: Testing Its Reliability and Validities,"Chung W.K., Au W.T.","Journal of Financial Counseling and Planning, 32(2)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85115359172?origin=resultslist
379,SEISMIC ASSESSMENT AND RISK PROFILING OF LARGE BUILDING INVENTORIES IN NORTH AMERICA,"Gilsanz R., Yang C., Lan Y., Mugford J., Hinchcliffe J.","World Conference on Earthquake Engineering Proceedings, 2021, 8c-0070",2021,https://scopus.unalproxy.elogim.com/pages/publications/105027871579?origin=resultslist
380,A Digital Assistant for Stock Market Prediction,"Thangam S., Pai A., Sai Surya Teja Y.M., Yeswanth Sai T., Sravan Kumar Reddy V.",Proceedings of the 5th International Conference on I Smac Iot in Social Mobile Analytics and Cloud I Smac 2021,2021,https://scopus.unalproxy.elogim.com/pages/publications/85124220230?origin=resultslist
381,Predictive Claim Scores for Dynamic Multi-Product Risk Classification in Insurance,Verschuren R.M.,"Astin Bulletin, 51(1)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85096298768?origin=resultslist
382,What explains the investment decision-making behaviour? The role of financial literacy and financial risk tolerance,"Ahmed Z., Noreen U., Ramakrishnan S.A.L., Binti Abdullah D.F.","Afro Asian Journal of Finance and Accounting, 11(1)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85099503714?origin=resultslist
383,Behavioral Biases on Investment Decision: A Case Study in Indonesia,"Kartini K., Nahda K.","Journal of Asian Finance Economics and Business, 8(3)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85102318768?origin=resultslist
384,Why does a prestigious emission house emit a loan for a peripheral state? The house of Rothschild and the Greek guaranteed loan of 1833,Schonharl K.,"Business History, 63(4)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85064731851?origin=resultslist
385,The Impact of the Behavioral Factors on Investment Decision-Making: A Systemic Review on Financial Institutions,"Shah S.F., Alshurideh M., Kurdi B.A., Salloum S.A.","Advances in Intelligent Systems and Computing, 1261 AISC",2021,https://scopus.unalproxy.elogim.com/pages/publications/85092090218?origin=resultslist
386,Performance profiling of the unit trust funds in Malaysia with data mining techniques,"Ng K.-H., Khairuddin A.F., Khor K.-C.","F1000research, 10, 1272",2021,https://scopus.unalproxy.elogim.com/pages/publications/85133264628?origin=resultslist
387,Market discipline in the behavioral finance perspective: a case of Sharia mutual funds in Indonesia,"Widyastuti U., Febrian E., Sutisna S., Fitrijanti T.","Journal of Islamic Accounting and Business Research, 13(1)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85117081972?origin=resultslist
388,Reference Prices and Turnover: Evidence from Small-Capitalization Stocks,Pandey A.,"Journal of Risk and Financial Management, 14(1), 29",2021,https://scopus.unalproxy.elogim.com/pages/publications/85165726737?origin=resultslist
389,The behavior of the various personalities of secondary equity investors: Big five personality model,"Renu Isidore R., Joe Arun C.","Journal of Wealth Management, 24(1)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85106365389?origin=resultslist
390,Analytical fragility curves for masonry school building portfolios in Nepal,"Giordano N., De Luca F., Sextos A.","Bulletin of Earthquake Engineering, 19(2)",2021,https://scopus.unalproxy.elogim.com/pages/publications/85095700460?origin=resultslist
391,Impact of masonry infill variability on the estimation of floor response spectra in RC buildings,"Mucedero G., Perrone D., Brunesi E., Monteiro R.","Compdyn Proceedings, 2021-June",2021,https://scopus.unalproxy.elogim.com/pages/publications/85120817582?origin=resultslist
392,A Comparative Study of Machine Learning Approaches for Non Performing Loan Prediction,"Serengil S.I., Imece S., Tosun U.G., Buyukbas E.B., Koroglu B.",Proceedings 6th International Conference on Computer Science and Engineering Ubmk 2021,2021,https://scopus.unalproxy.elogim.com/pages/publications/85125853519?origin=resultslist
393,Understanding the impact of investor sentiment on the price formation process: A review of the conduct of American stock markets,Ahmed B.,"Journal of Economic Asymmetries, 22, e00172",2020,https://scopus.unalproxy.elogim.com/pages/publications/85089263947?origin=resultslist
394,Determination of Individual Investors' Financial Risk Tolerance by Machine Learning Methods | Bireysel Yatirimci Finansal Risk Toleransinin Makine Ogrenmesi Yontemleriyle Belirlenmesi,"Altuntas Y., Kocamaz A.F., Ulkgun A.M.","2020 28th Signal Processing and Communications Applications Conference Siu 2020 Proceedings, 9302294",2020,https://scopus.unalproxy.elogim.com/pages/publications/85100298961?origin=resultslist
395,"Loss aversion, overconfidence and their effects on a virtual stock exchange","Bertella M.A., Silva J.N., Stanley H.E.","Physica A Statistical Mechanics and Its Applications, 554, 123909",2020,https://scopus.unalproxy.elogim.com/pages/publications/85080127544?origin=resultslist
396,Risk-intolerant but risk-taking-towards a better understanding of inconsistent survey responses of the Euro area households,"Kochaniak K., Ulman P.","Sustainability Switzerland, 12(17), 6912",2020,https://scopus.unalproxy.elogim.com/pages/publications/85090588927?origin=resultslist
397,Measurement of risk preference,"Filiz I., Nahmer T., Spiwoks M., Gubaydullina Z.","Journal of Behavioral and Experimental Finance, 27, 100355",2020,https://scopus.unalproxy.elogim.com/pages/publications/85086563156?origin=resultslist
398,Continuous quantitative risk management in smart grids using attack defense trees,"Rios E., Rego A., Iturbe E., Higuero M., Larrucea X.","Sensors Switzerland, 20(16), 4404",2020,https://scopus.unalproxy.elogim.com/pages/publications/85089221906?origin=resultslist
399,Predicting Financial Health of Banks for Investor Guidance Using Machine Learning Algorithms,"Viswanathan P.K., Srinivasan S., Hariharan N.","Journal of Emerging Market Finance, 19(2)",2020,https://scopus.unalproxy.elogim.com/pages/publications/85084822720?origin=resultslist
400,Evaluation of behavioral biases affecting investment decision making of individual equity investors by fuzzy analytic hierarchy process,"Jain J., Walia N., Gupta S.","Review of Behavioral Finance, 12(3)",2020,https://scopus.unalproxy.elogim.com/pages/publications/85074894910?origin=resultslist
401,Risk Identification and Decision Making for P2P Companies: An Empirical Study in the Bohai Coast Regions,"Ma L., Li Y., Li D., ... Wang Y., Ren C.","Journal of Coastal Research, 106(sp1)",2020,https://scopus.unalproxy.elogim.com/pages/publications/85088702651?origin=resultslist
402,An investigation of financial investment intention using covariance-based structural equation modelling,"Lima T.S., Mail R., Karim M.R.A., ... Mifli M., Jaidi J.","Global Business and Finance Review, 25(2)",2020,https://scopus.unalproxy.elogim.com/pages/publications/85090666992?origin=resultslist
403,Impact of behavioral biases on investment decisions: A study on selected risk averse investors in india,"Samal A., Dasmohapatra A.K.","International Journal of Advanced Science and Technology, 29(6 Special Issue)",2020,https://scopus.unalproxy.elogim.com/pages/publications/85083732777?origin=resultslist
404,"Do as i say, not as i do: An analysis of portfolio development recommendations made by financial advisors","Grable J., Hubble A., Kruger M.","Journal of Wealth Management, 22(4)",2020,https://scopus.unalproxy.elogim.com/pages/publications/85088514503?origin=resultslist
405,Role of emotional bias on investment decision from behavioural finance perspective,"Khilar R.P., Singh S.","International Journal of Scientific and Technology Research, 9(3)",2020,https://scopus.unalproxy.elogim.com/pages/publications/85082666639?origin=resultslist
406,Online risk monitoring using offline simulation,"Jiang G., Hong L.J., Nelson B.L.","Informs Journal on Computing, 32(2)",2020,https://scopus.unalproxy.elogim.com/pages/publications/85067048685?origin=resultslist
407,Optimal proportional reinsurance and investment problem for insurers with loss aversion,"Sun Q., Rong X., Zhao H.","Xitong Gongcheng Lilun Yu Shijian System Engineering Theory and Practice, 40(2)",2020,https://scopus.unalproxy.elogim.com/pages/publications/85082836631?origin=resultslist
408,Loss aversion in an agent-based asset pricing model,"Pruna R.T., Polukarov M., Jennings N.R.","Quantitative Finance, 20(2)",2020,https://scopus.unalproxy.elogim.com/pages/publications/85074603887?origin=resultslist
409,Preference-based evolutionary multi-objective optimization for portfolio selection: a new credibilistic model under investor preferences,"Ruiz A.B., Saborido R., Bermudez J.D., Luque M., Vercher E.","Journal of Global Optimization, 76(2)",2020,https://scopus.unalproxy.elogim.com/pages/publications/85065734439?origin=resultslist
410,The impact of longevity on a valuation of long-term investments returns: The case of selected european countries,Trzpiot G.,Studies in Classification Data Analysis and Knowledge Organization,2020,https://scopus.unalproxy.elogim.com/pages/publications/85091057002?origin=resultslist
411,An emergent taxonomy for operational risk: Capturing the wisdom of crowds,"Carrivick L., Bishop S., Ivell T., Wong V., Farha R.","Journal of Operational Risk, 15(2)",2020,https://scopus.unalproxy.elogim.com/pages/publications/85097539640?origin=resultslist
412,What makes an investment risky? An analysis of price path characteristics,"Borsboom C., Zeisberger S.","Journal of Economic Behavior and Organization, 169",2020,https://scopus.unalproxy.elogim.com/pages/publications/85076219029?origin=resultslist
413,Predicting a Model for the Financial Risk Tolerance of Retail Investors of Durgapur City on Their Demographic Factors Using Multiple Discriminant Analysis,"Bhattacharya A., Dutta A.","Smart Innovation Systems and Technologies, 159",2020,https://scopus.unalproxy.elogim.com/pages/publications/85075736478?origin=resultslist
414,"3rd International Conference on Smart Computing and Informatics, SCI 2018",[No Authors Found],"Smart Innovation Systems and Technologies, 159",2020,https://scopus.unalproxy.elogim.com/pages/publications/85075734799?origin=resultslist
415,"Affective portfolio analysis: Risk, ambiguity and (IR)rationality",Brown D.J.,"Lecture Notes in Economics and Mathematical Systems, 691",2020,https://scopus.unalproxy.elogim.com/pages/publications/85098006205?origin=resultslist
416,Cluster-specific latent factor estimation in high-dimensional financial time series,"Begui S., Kostanjar Z.","IEEE Access, 8",2020,https://scopus.unalproxy.elogim.com/pages/publications/85102822420?origin=resultslist
417,Cross-Asset Holding in Fund Families,"Shin H.-H., Auh J.K., Choi B.","Asian Review of Financial Research, 32(4)",2019,https://scopus.unalproxy.elogim.com/pages/publications/85169314365?origin=resultslist
418,The monitoring role of institutional investors: Geographical proximity and investment horizon,"Wang X., Wei S.","Studies in Economics and Finance, 36(3)",2019,https://scopus.unalproxy.elogim.com/pages/publications/85073626383?origin=resultslist
419,The efficient frontuzzle: What investment risk profiling still fails to solve,"Hubble A., Grable J.E.","Journal of Investing, 28(6)",2019,https://scopus.unalproxy.elogim.com/pages/publications/85090110162?origin=resultslist
420,Foreign Direct Investment in Infrastructure Projects: Taxonomy of Political Risk Profiles in Developing Countries,"Jiang W., Martek I., Hosseini M.R., Chen C., Ma L.","Journal of Infrastructure Systems, 25(3), 04019022",2019,https://scopus.unalproxy.elogim.com/pages/publications/85066949232?origin=resultslist
421,Can platform competition support market segmentation? Network externalities versus matching efficiency in equity crowdfunding markets,"Gal-Or E., Gal-Or R., Penmetsa N.","Journal of Economics and Management Strategy, 28(3)",2019,https://scopus.unalproxy.elogim.com/pages/publications/85054553756?origin=resultslist
422,How much is behavioral advice worth?,Pompian M.M.,"Journal of Wealth Management, 22(2)",2019,https://scopus.unalproxy.elogim.com/pages/publications/85090519365?origin=resultslist
423,Safety in construction in the field of investment in urban infrastructure,"Lyapuntsova E., Belozerova I., Drozdova I., Korol O.","E3s Web of Conferences, 97, 06034",2019,https://scopus.unalproxy.elogim.com/pages/publications/85067286829?origin=resultslist
424,Personality traits and investor profile analysis: A behavioral finance study,"De Bortoli D., Da Costa N., Goulart M., Campara J.","Plos One, 14(3), e0214062",2019,https://scopus.unalproxy.elogim.com/pages/publications/85063426172?origin=resultslist
425,Applying Utility Theory to Improve Performance of Fuzzy Decision Support Systems for Personal Financial Planning,Deb S.,"2019 IEEE 5th International Conference for Convergence in Technology I2ct 2019, 9033953",2019,https://scopus.unalproxy.elogim.com/pages/publications/85083082014?origin=resultslist
426,Scoring models for roboadvisory platforms: A network approach,"Giudici P., Polinesi G.","Journal of Network Theory in Finance, 5(2)",2019,https://scopus.unalproxy.elogim.com/pages/publications/85080078024?origin=resultslist
427,What are investors afraid of? Finding the big bad wolf,"Alemanni B., Uberti P.","International Journal of Financial Studies, 7(3), 42",2019,https://scopus.unalproxy.elogim.com/pages/publications/85071188427?origin=resultslist
428,Enterprise risk profiling using asset transaction history and condition measurements,Platfoot R.A.,Lecture Notes in Mechanical Engineering,2019,https://scopus.unalproxy.elogim.com/pages/publications/85056632069?origin=resultslist
429,Does company warrant create value for Malaysian right issue?,"Chong C.-F., Hooy C.-W., Ali R.","International Journal of Business and Society, 20(1)",2019,https://scopus.unalproxy.elogim.com/pages/publications/85065529482?origin=resultslist
430,Impact of behavioral finance on stock investment decisions applied study on a sample of investors at Amman Stock Exchange,"Areiqat A.Y., Abu-Rumman A., Al-Alani Y.S., Alhorani A.","Academy of Accounting and Financial Studies Journal, 23(2)",2019,https://scopus.unalproxy.elogim.com/pages/publications/85065986121?origin=resultslist
431,Study of traits of individual investors to determine their investment pattern,"Patwardhan S., Katdare V., Joshi M.","Journal of Advanced Research in Dynamical and Control Systems, 11(2 Special Issue)",2019,https://scopus.unalproxy.elogim.com/pages/publications/85073596066?origin=resultslist
432,The EGARCH effect test of chinese stock market from the perspective of behavioral finance,"Cao W., Luo J., Wu X.","Advances in Intelligent Systems and Computing, 885",2019,https://scopus.unalproxy.elogim.com/pages/publications/85061100760?origin=resultslist
433,Investment portfolio optimization on russian stock market in context of behavioral theory,Redkin N.M.,"Finance Theory and Practice, 23(4)",2019,https://scopus.unalproxy.elogim.com/pages/publications/85087952024?origin=resultslist
434,Factors explaining the market discipline of sharia mutual funds from a behavioural finance perspective: A theoretical approach,"Widyastuti U., Febrian E., Sutisna, Fitrijanti T.","International Journal of Economics and Business Administration, 7(3)",2019,https://scopus.unalproxy.elogim.com/pages/publications/85071561089?origin=resultslist
435,Improved Shrinkage Estimators of Covariance Matrices with Toeplitz-Structured Targets in Small Sample Scenarios,"Zhang B., Zhou J., Li J.","IEEE Access, 7, 8807200",2019,https://scopus.unalproxy.elogim.com/pages/publications/85089138777?origin=resultslist
436,Large-scale simplified seismic risk mapping of residential buildings through rapid visual screening,"Ahmed S., Perrone D.","Compdyn Proceedings, 1",2019,https://scopus.unalproxy.elogim.com/pages/publications/85079105152?origin=resultslist
437,A high-performance computational platform to assess liquefaction-induced damage at critical structures and infrastructures,"Meslem A., Iversen H., Lang D.H., Kaschwich T., Drange L.S.",Earthquake Geotechnical Engineering for Protection and Development of Environment and Constructions Proceedings of the 7th International Conference on Earthquake Geotechnical Engineering 2019,2019,https://scopus.unalproxy.elogim.com/pages/publications/85081182564?origin=resultslist
438,A Novel Key Influencing Factors Selection Approach of P2P Lending Investment Risk,"Xia P., Ni Z., Zhu X., Ni L.","Mathematical Problems in Engineering, 2019, 6086089",2019,https://scopus.unalproxy.elogim.com/pages/publications/85076529477?origin=resultslist
